name,title,company,bio,talk_session_title,country,photo_url,twitter,linkedin,website,other_social,is_featured,status,program,participant_id,event
Jake Salerno,VP of GTM,Zero Gravity Labs,"Jake leads Business Development at Zero Gravity Labs, where he built and oversees the team responsible for driving ecosystem integrations and strategic go-to-market execution. Since mid-2024, he has built and led a high-impact BD team while directly managing Tier 1 operational partners across the most critical verticals. Under his leadership, 0G has secured over 350 integrations across its modular decentralized AI infrastructure stack. Jake works closely with stakeholders across the 60+ person team, including product, legal, engineering, and marketing, to shape ecosystem strategy, accelerate adoption, and align 0G’s core infrastructure with the needs of its most strategic partners. Prior to 0G, he spent three years at Chainlink Labs leading go-to-market for data products, contributing to over $1 trillion in Total Value Secured through product adoption. A founder with nearly a decade in crypto, Jake has built and exited multiple startups and remains an active contributor to the broader Web3 and AI ecosystems.",,,https://api.rareevo.io/storage/domains/rareevo.io/participants/profile/jake_salerno.png,https://x.com/JakeSalerno,,,,,active,Rare Evo 2026 (Main),162,Rare Evo 2026
James Delmore,Blockchain & Crypto Analyst,Breadcrumbs,"James Delmore is a Blockchain and Crypto Market Analyst at Breadcrumbs, where he conducts on-chain investigations and produces investigative reports that have been covered by CNBC, Fox Business and others. James also held analyst roles at Figment, Chorus One, and Solidus Labs, covering everything from the staking market to digital asset regulatory analysis. Prior to working in the crypto industry, he was a Researcher at Fox News from 2016 to 2021. James holds an M.A. in Communication from Tel Aviv University and is based in New York and Miami.",,,https://api.rareevo.io/storage/domains/rareevo.io/participants/profile/james_delmore.png,,https://www.linkedin.com/in/james-delmore/,,,,active,Rare Evo 2026 (Main),145,Rare Evo 2026
Jeremy Berrington (JB),CEO,SCRIB3,"Jeremy Berrington is the CEO of SCRIB3, a creative and communications agency focused on frontier technologies, including cryptocurrency, artificial intelligence, and cybersecurity. With more than 20 years of experience helping businesses and governments navigate technological change, Jeremy has advised governments around the world, including Mexico, Canada, the United Arab Emirates, and Bahrain. He has held senior leadership roles at global agencies such as Publicis Groupe and Real Chemistry, and previously served as Press Secretary to Illinois Governor Rod Blagojevich.",,,https://api.rareevo.io/storage/domains/rareevo.io/participants/profile/jeremy_berrington-1.png,,,,,,active,Dev/Gov Day,154,Rare Evo 2026
Joe Suzuki,Business Development Manager,Certik,,,,https://api.rareevo.io/storage/domains/rareevo.io/participants/profile/joe_suzuki.png,,https://www.linkedin.com/in/joe-suzuki-5a0851243/,,,,active,Rare Evo 2026 (Main),176,Rare Evo 2026
Joey Ingram,Pro Poker Player,,"Joe Ingram, also known as ‘Chicago Joey’ or ‘BigPapi’, is a multifaceted poker personality known for his impactful presence in the poker media landscape. Ingram’s journey into poker began with a keen interest in competitive gaming. He transitioned to poker during his college years, initially dabbling in micro-stakes online. His strategic acumen and relentless work ethic would soon propel him to higher stakes, where he achieved further success and recognition. Beyond his achievements as a player, Ingram is widely acknowledged for his contributions to the poker community through various media platforms. His podcast, ‘ The Joe Ingram Poker Life Podcast’, became a staple for poker enthusiasts, featuring in-depth interviews with top players, industry experts and personalities.",,,https://api.rareevo.io/storage/domains/rareevo.io/participants/profile/Ge3hQfrmGRPVNSgpbfodzeynuNJmEJQi2FmgN8zi.png,https://x.com/Joeingram1,,,,,active,Rare Evo 2026 (Main),108,Rare Evo 2026
John Medel,Head of Public Policy,Injective,"John Medel oversees policy and regulatory engagement at the Injective Policy Institute, where he promotes responsible innovation across the digital assets space, including tokenization, RWAs, and on-chain lending. Prior to this, he was part of Coinbase’s Public Policy team, where he focused on international regulations and led market entry efforts in India, Turkey, Brazil, and Canada. He also served as a Vice President in Government Affairs at Goldman Sachs, specializing in the post-Dodd-Frank regulatory environment and cross-border investments and acquisitions. Mr. Medel holds master’s degrees from London School of Economics in International Political Economy and Georgetown University in American Government and National Security Studies.",,,https://api.rareevo.io/storage/domains/rareevo.io/participants/profile/john_medel.png,,https://www.linkedin.com/in/john-medel-9003961/,https://iq.wiki/wiki/john-medel,,,active,Rare Evo 2026 (Main),137,Rare Evo 2026
JT Benavides,CEO,Ravariant Labs,"JT Benavides, CEO of Ravariant Labs. Ravariant builds the underwriting, risk, and smart contract infrastructure for NAV lending against private fund collateral. Previously underwrote and deployed over $200M against illiquid assets.",,,https://api.rareevo.io/storage/domains/rareevo.io/participants/profile/jt_benavides.png,,,,,,active,Rare Evo 2026 (Main),159,Rare Evo 2026
Keith Perry,Principal Software Engineer,GoDaddy,,,,https://api.rareevo.io/storage/domains/rareevo.io/participants/profile/keith_perry.png,,https://www.linkedin.com/in/keithbperry/,,,,active,Rare Evo 2026 (Main),169,Rare Evo 2026
Kevin Jones,Senior Developer Relations Engineer,Edge and Node,"Kevin Jones, Senior Developer Relations Engineer at Edge & Node with over 7 years of experience supporting the Ethereum developer community and The Graph ecosystem. Kevin is currently focused on supporting both ampersend for agentic payments and Amp which gives regulated banks, stablecoin issuers, and large enterprises the structured, auditable blockchain data infrastructure they need to operate at scale and stay compliant.",,,https://api.rareevo.io/storage/domains/rareevo.io/participants/profile/kevin_jones.png,,https://www.linkedin.com/in/kevinjones-crypto/,,,,active,Rare Evo 2026 (Main),149,Rare Evo 2026
Lloyd Nelson,SVP & Head of U.S. Digital Assets,Howden,"After 15 years launching and scaling tech startups, Lloyd Nelson saw insurance not as a legacy constraint, but as crypto’s missing infrastructure layer. As SVP and Head of U.S. Digital Assets at Howden, he works with leading crypto, fintech, and technology firms to bring risk transfer on-chain, building the trust layer needed for institutional capital to enter digital assets.",,,https://api.rareevo.io/storage/domains/rareevo.io/participants/profile/lloyd_nelson.png,,https://www.linkedin.com/in/lloydnelson3/,https://iq.wiki/wiki/lloyd-nelson,,,active,Rare Evo 2026 (Main),134,Rare Evo 2026
Lukas Seel,Ecosystem Lead,Multiversx,"Lukas Seel is Ecosystem Lead at MultiversX, where he runs builder programs and ecosystem initiatives. He has founded multiple companies, brought thousands of non-crypto users onchain before utility-first was the norm, and advises early-stage startups. These days he runs experiments at the edge of what autonomous machines are capable of both onchain and off.",,,https://api.rareevo.io/storage/domains/rareevo.io/participants/profile/lukas_seel.png,,,,,,active,Rare Evo 2026 (Main),163,Rare Evo 2026
Luke Mulks,VP Business Operations,Brave,,,,https://api.rareevo.io/storage/domains/dev.rareevo.io/participants/profile/D2Kd36nPwOFvBy0PR2oMJtX7uFeSK30twsXl52ZP.png,,,https://iq.wiki/wiki/luke-mulks,,,active,Rare Evo 2026 (Main),42,Rare Evo 2026
"Maggie ""MIE"" Schmidt",CMO/Founder,Awen,,,,https://api.rareevo.io/storage/domains/dev.rareevo.io/participants/profile/LPF3guNJ8hrNwL8cNbD4w4SAE21qI3Ye2aYCOYMW.png,,,,,,active,Dev/Gov Day,102,Rare Evo 2026
Margie Feng,Head of Marketing,Solayer,"Margie Feng leads marketing at Solayer, where she is currently focused on Solayer Pay. With a background spanning crypto and global brand building, she specializes in translating complex technical products into clear, compelling narratives that resonate with users. Previously at FuzzLand and BITMAIN, Margie led high-impact campaigns, global events, and influencer programs, helping build strong ecosystems across Web3.",,,https://api.rareevo.io/storage/domains/dev.rareevo.io/participants/profile/G22C2k1CMLEzzeWLCrN1zxGZIfHVNqeO1j6PP49c.png,,,https://iq.wiki/wiki/margie-feng,,,active,Rare Evo 2026 (Main),81,Rare Evo 2026
Mark Ghatan,Senior Wealth Strategist,Bespoke Group,"Mark Ghatan is a Senior Wealth Strategist at Bespoke Group, an advisory firm serving high-net-worth individuals and families with complex, non-traditional wealth. He is a trust and estate attorney specializing in advanced planning for digital assets, closely held businesses, and multi-jurisdictional structures, advising on trust and ownership frameworks that balance control, continuity, tax efficiency, and long-term stewardship. With a background in complex investigations and security consulting, Mark takes a security-first approach to structuring wealth, helping clients, particularly those with concentrated crypto holdings, navigate risks around custody, jurisdiction, and personal safety.",,,https://api.rareevo.io/storage/domains/rareevo.io/participants/profile/mark_ghatan.png,,,,,,active,Rare Evo 2026 (Main),148,Rare Evo 2026
Mason Lynaugh,Executive Director,Stand With Crypto,"Mason Lynaugh is a crypto policy and community leader, currently serving as Executive Director of Stand With Crypto, a major U.S. advocacy organization for digital assets. He was the group’s first hire and previously led its grassroots and community efforts, helping grow it to millions of advocates nationwide. Lynaugh is also a co-founder of ATX DAO and was recognized on Forbes’ 30 Under 30 Austin for his work advancing Web3 adoption and policy engagement.",,,https://api.rareevo.io/storage/domains/rareevo.io/participants/profile/mason_lyn.png,https://x.com/masonlynaugh,https://www.linkedin.com/in/masonlynaugh/,https://iq.wiki/wiki/mason-lynaugh,,,active,Rare Evo 2026 (Main),128,Rare Evo 2026
Michael Kantor,President,HOL,,,,https://api.rareevo.io/storage/domains/rareevo.io/participants/profile/michael_kantor.png,,https://www.linkedin.com/in/kantorcodes/,,,,active,Rare Evo 2026 (Main),144,Rare Evo 2026
Michael Terpin,CEO - Transform Ventures,,"One of the earliest thought leaders and influencers in the bitcoin/crypto world, Michael Terpin was pronounced the “Godfather of Crypto” by CNBC for his advisory and marketing efforts for many prominent early projects in crypto, including the launches of Ethereum and Tether.",,,https://api.rareevo.io/storage/domains/dev.rareevo.io/participants/profile/9KZnku7sQfvACLM6LLAVCpfG8fyRZsMttkq6iZ1u.png,,,https://iq.wiki/wiki/michael-terpin,,,active,Rare Evo 2026 (Main),44,Rare Evo 2026
Nate Acton,VP - Global Marketing,Emurgo,,,,https://api.rareevo.io/storage/domains/rareevo.io/participants/profile/nate_acton.png,,,,,,active,Dev/Gov Day,153,Rare Evo 2026
Navin Vethanayagam,Chief Brain and Co-Founder,IQ,"Chief Brain of IQ and Co-founder of KRWQ. He has led IQ since 2022 with the mission of building a more intelligent financial system with global stablecoin infrastructure, autonomous AI agents, and the world’s largest blockchain encyclopedia. He spearheaded the launch of KRWQ, the first ever Korean won stablecoin.",,,https://api.rareevo.io/storage/domains/dev.rareevo.io/participants/profile/mhAM1xrGrxtGAeFhNzFvXBssP5Lf4f8yRZt4D5Y4.png,,https://www.linkedin.com/in/navinveth/,https://iq.wiki/wiki/navin-vethanayagam,,,active,Rare Evo 2026 (Main),46,Rare Evo 2026
Nico Cerny,Governance Lead,Cardano Foundation,,,,https://api.rareevo.io/storage/domains/rareevo.io/participants/profile/nico_cerny.png,,,,,,active,Dev/Gov Day,155,Rare Evo 2026
Nikhilesh De,"Managing Editor, Global Policy & Regulation",Coin Desk,"Nikhilesh De is CoinDesk's managing editor for global policy and regulation, covering regulators, lawmakers and institutions. He authors CoinDesk's State of Crypto newsletter, won a Gerald Loeb award in the beat reporting category as part of CoinDesk's blockbuster FTX coverage in 2023, and was named the Association of Cryptocurrency Journalists and Researchers' Journalist of the Year in 2020.",,,https://api.rareevo.io/storage/domains/rareevo.io/participants/profile/nikhilesh_de.png,,,,,,active,Rare Evo 2026 (Main),167,Rare Evo 2026
Nitin Gaur,Head of Institutions,Nethermind,"Nitin Gaur is Head of Institutions at Nethermind, where he works with financial institutions to modernize market infrastructure through production-grade blockchain and systems engineering. He is also a Senior Advisor to DTCC Digital Asset, contributing to the evolution of post-trade, custody, and settlement frameworks for tokenized markets. Previously, Nitin served as Managing Director at State Street and founded IBM Digital Asset Labs, IBM Blockchain Labs, and LedgerLink—an AI-powered platform bridging traditional finance and decentralized systems. He is an IBM Distinguished Engineer and Master Inventor, with deep experience across digital assets, payments, and financial infrastructure.",,,https://api.rareevo.io/storage/domains/rareevo.io/participants/profile/nitin_gaur (1).png,https://x.com/nitingaur?lang=en,https://www.linkedin.com/in/nitin-gaur-75571a9/,,,,active,Rare Evo 2026 (Main),174,Rare Evo 2026
Oliver Maroney,Head of Business Development and Partnerships,OpenSea,"Oliver Maroney leads Business Development and Partnerships at OpenSea. Based out of Portland, Oregon, Oliver’s previous experience includes managing esports and sports talent, sports reporting and more. At OpenSea, Oliver has forged partnerships with some of the best games in the space and started OpenSea’s gaming initiatives like OpenseaGG, a way for web3 enabled games to showcase their games with educational streams and content",,,https://api.rareevo.io/storage/domains/rareevo.io/participants/profile/LIySxWKvk1u3rXxxog2utIo2UNR7z98uYZY0fCNs.png,,,,,,active,Rare Evo 2026 (Main),87,Rare Evo 2026
Pi Lanningham,CTO,Sundae Labs,"Self professed mathematician by passion, programmer by trade, Pi Lanningham has spent the last 4 years working to push Cardano to its peak potential through advocacy, education, advice, consulting, and open source development.",,,https://api.rareevo.io/storage/domains/rareevo.io/participants/profile/pi_lanningham.png,https://x.com/Quantumplation,,,,,active,Rare Evo 2026 (Main); Dev/Gov Day,80,Rare Evo 2026
Porter Stowell,CEO,w3,"Porter Stowell is discoverer of the non-obvious who inspires and unites the brave and the bold to be the pioneers of our digital future. For Porter, there is no better place to pursue this passion than in Web3. It’s an addiction! Porter started his blockchain journey back in 2017 with IBM Blockchain. As a product manager, Porter spent five years working with large enterprises on their blockchain future, leaving as the Head of Product Management. Diving deeper into web3, Porter went on to become the Director of Customer Advocacy at Coinbase where he created engagement approaches for six web3 product lines to ensure global support and scalability. From there, Porter was the Head of Ecosystem and Community for the Filecoin Foundation where he orchestrated the engagement of over 3,000 storage providers, software builders, service providers, investors, and other ecosystem enablers to support the advancement of the Filecoin network and decentralized storage. Today, Porter is the CEO of W3.io; W3 is the operating system for autonomous finance that enables both agents and humans to create any financial workflows for any use case, with any vendor combination. Humans operate at the strategic level, while the platform handles workflow execution, settlement, and management all via a single pane of glass. W3 is driving Web3 adoption beyond the crypto ecochamber solving real problems for real businesses.",,,https://api.rareevo.io/storage/domains/rareevo.io/participants/profile/porter_stowell.png,,https://www.linkedin.com/in/porterstowell/,,,,active,Rare Evo 2026 (Main),157,Rare Evo 2026
Sam Green,Founder,Cambrian Network,"Sam Green is the founder of Cambrian Network, the financial intelligence layer for agents and institutions. Before Cambrian, Sam co-founded and served as CTO at Semiotic Labs, leading AI and verifiability efforts for The Graph. Sam also helped develop Odos, a leading crypto trading platform that has handled $100 billion in trading volume for 3 million users. Previously, Sam was an AI and cryptography researcher at Sandia National Labs. Sam holds a master's degree in applied mathematics and earned a Ph.D. in computer science at UC Santa Barbara.",,,https://api.rareevo.io/storage/domains/rareevo.io/participants/profile/sam_green.png,https://x.com/0xsamgreen,,,,,active,Rare Evo 2026 (Main),166,Rare Evo 2026
Samiz Bayan,Partner,Draper Dragon,,,,https://api.rareevo.io/storage/domains/rareevo.io/participants/profile/samiz_bayan.png,,,,,,active,Rare Evo 2026 (Main),178,Rare Evo 2026
Tamara Szulc,Community Coordinator,Stand With Crypto,"Tamara Szulc is the Community Coordinator at Stand With Crypto, where she leads grassroots organizing efforts to advance pro-crypto legislation. She brings a diverse background spanning Web3 venture capital, law firms, and legal consulting, along with a J.D. from Emory University School of Law, where she focused on intellectual property and emerging technology. Tamara combines legal expertise with a deep understanding of decentralized innovation to drive meaningful, community-led change in the future of crypto and Web3 policy.",,,https://api.rareevo.io/storage/domains/rareevo.io/participants/profile/tamara.png,,,https://iq.wiki/wiki/tamara-szulc,,,active,Rare Evo 2026 (Main),70,Rare Evo 2026
Terrence (Tex) McCutcheon,Open Source Program Manager - Intersect,Intersect,,,,https://api.rareevo.io/storage/domains/rareevo.io/participants/profile/tex.png,,,,,,active,Dev/Gov Day,151,Rare Evo 2026
Tim Harrison,VP of Community & Leadership - Input | Output,Input Output Group,,,,https://api.rareevo.io/storage/domains/dev.rareevo.io/participants/profile/1Lp8O4pRj49c32WtfP5QCWWNAqGSXQgxObUifsPY.png,,,,,,active,Rare Evo 2026,92,Rare Evo 2026
Ubair Javaid,Co-Founder & CEO,Nomyx,"Ubair Javaid is a digital asset, digital ledger technology (DLT), and tokenization expert with a track record of creating innovative digital asset management solutions. As the CEO of Nomyx, he leads a team that is pioneering the democratization of asset tokenization across multiple industries. He has extensive experience in blockchain architecture, compliance for IoT, and data-driven billing platforms for commercial airliners. He previously led developmental efforts for Panasonic Avionics, where he developed solutions that integrated data analytics with Salesforce to optimize complex SLA-driven billing environments. His current focus is on delivering cutting-edge blockchain products that solve critical enterprise challenges.",,,https://api.rareevo.io/storage/domains/rareevo.io/participants/profile/ubair_javaid.png,,https://www.linkedin.com/in/ubairjavaid/,,,,active,Rare Evo 2026 (Main),171,Rare Evo 2026
