company,contact_name,contact_title,email,email_trust,round_type,round_date,amount_raised,categories,website,company_summary,linkedin,twitter,investors,segment,tier,priority_score,source,org_flag
WaveX,TBD,TBD,,none,TBD,Jul 2025,TBD,DEX; DApp; DeFi; Derivatives; Infrastructure; Soneium Ecosystem,https://wavex.fi/,"WaveX is a liquidity pool-based perpetual decentralized exchange (DEX) built on the Soneium network, offering high-leverage trading with zero price impact and deep liquidity across various assets. It enables traders to maintain custody while benefiting from seamless execution, and liquidity providers can earn yield by supplying assets.",,,,Trading & DeFi,Hold-NoEmail,7,round1,
Sovra,Tom Spengler,Chief Executive Officer,,,Pre-seed,Jun 2026,$2.00M,"Wallet, Payments, Stablecoin",sovra.com,"Sovra is a self-custodial fintech platform that provides users with a global digital dollar account powered by USDC. The platform enables users to hold, send, spend, and earn on digital dollars while maintaining full control of their funds without relying on traditional banks or custodians. Designed for underserved and underbanked populations, particularly across MENA, Sovra combines stablecoin-based savings, global payments, yield opportunities, and payment card functionality into a single m...",http://www.linkedin.com/in/tomspengler,,Pharsalus Capital,Payments & Stablecoins,Hold-NoEmail,7,round2_new,
EarnOS (Ero),,,,,Unknown,Jun 2026,$18.50M,"Social/Community, Payments",,"EarnOS is a project on the Verona (ex XION) blockchain, adopting a user experience (UX)-first approach to showcase practical Web3 applications. It enables users to engage with brands, verify their interactions, and earn real rewards, thereby bridging the gap between consumers and businesses in the digital economy.",,,"1kx, Circle Ventures, Coinbase Ventures, Social Graph Ventures",Payments & Stablecoins,Hold-NoEmail,7,round2_new,
"Nuva Labs (ex ProvLabs, Provenance Blockchain)",,,,,Seed,May 2026,$5.20M,"RWA, Infrastructure",,"Nuva Labs delivers blockchain infrastructure enabling institutions and fintechs to tokenize, manage, and scale real-world assets. Built on Provenance Blockchain, it offers enterprise-grade APIs and SaaS solutions through its Connect platform, supporting asset issuance, vault management, compliance, treasury optimization, and real-time data access. The platform ensures transparency and efficiency in deploying and distributing digital assets across blockchain networks.",,,Morgan Creek Capital,RWA & Tokenization,Hold-NoEmail,7,round2_new,
BetHog (FanDuel),,,,,Series A,Apr 2026,$10.00M,"GameFi, Payments",,"FanDuel is a leading online sports betting and daily fantasy sports platform. BetHog is a new cryptocurrency casino and sportsbook launched by the founders of FanDuel, featuring unique games and a player-focused experience. Built on the Solana blockchain, BetHog supports PvP casino games, including exclusive “BetHog Originals,” which provide innovative takes on crash and mines games. A first-of-its-kind PvP feature enables users to play alongside popular streamers. BetHog accepts SOL for its ...",,,"Will Ventures, RockawayX, Phoenix Capital Ventures (PCV), 6th Man Ventures (6MV), Bullpen Capital, Advancit Capital",Payments & Stablecoins,Hold-NoEmail,7,round2_new,
P2P me,,,,,Public sale,Apr 2026,$6.00M,"Payments, Identity/Privacy",,"P2P me is a decentralized, non-custodial platform that enables users to swap fiat and USDC using QR codes. Powered by zero-knowledge KYC (ZK-KYC), it ensures secure, fraud-resistant, and private transactions, empowering real-world crypto payments without intermediaries.",,,,Payments & Stablecoins,Hold-NoEmail,7,round2_new,
Derivio,,,,,Unknown,Mar 2026,$6.00M,"AI/ML, Trading, Data/Analytics",derivio.xyz,"Derivio is an AI-native crypto trading terminal that combines market intelligence, research context, decision support, and trade execution in one interface. Its website positions it as a single terminal for smarter, earlier trading, and public reports describe it as a full-stack platform built for “agentic trading” workflows. The project appears focused on helping traders replace fragmented dashboards with a more automated, AI-driven experience.",,,"YZi Labs (ex Binance Labs), CMT Digital, Everstake Capital, Big Brain Holdings, Signum Capital, UOB Venture Management, Proximity Labs",Trading & DeFi,Hold-NoEmail,7,round2_new,
Cap Labs,,,,,Public sale,Feb 2026,$15.00M,"DeFi, Stablecoin",,"CAP Labs is a DeFi protocol offering a stablecoin mechanism designed to generate high, sustainable yields. Focused on optimizing capital efficiency, CAP Labs aims to provide decentralized yield options unattainable through traditional finance. The platform combines advanced DeFi strategies to maximize stablecoin profitability and accessibility.",,,,Trading & DeFi,Hold-NoEmail,7,round2_new,
Doppler (Whetstone Research),,,,,Seed,Jan 2026,$9.00M,"DeFi, DEX, Infrastructure",,"Whetstone Research is a company focused on developing new protocols to advance on-chain markets. Their initial product, Doppler, is a liquidity bootstrapping protocol built on the Uniswap ecosystem, designed to enhance price discovery and liquidity efficiency. Additionally, they have developed Pure Markets, a DeFi front-end application that operates on top of Doppler.",,,"Pantera Capital, Variant Fund, Figment Capital, Coinbase Ventures",Trading & DeFi,Hold-NoEmail,7,round2_new,
River (ex Satoshi Protocol),,,,,Strategic,Jan 2026,$12.00M,"Stablecoin, Bridge/Interoperability",,"River is building a chain-abstraction stablecoin system that unifies assets, liquidity, and yield across multiple blockchains. Powered by its omni-chain CDP-based stablecoin, satUSD, users can collateralize assets on one chain and mint on another—unlocking native earning, leveraging, and scaling capabilities. River also offers full-reserve Bitcoin services, including custody, instant transfers, and zero-fee recurring purchases. With a focus on transparency, security, and cross-chain operabili...",,,"Tron Foundation, Justin Sun, Maelstrom, The Spartan Group",Payments & Stablecoins,Hold-NoEmail,7,round2_new,
YO Protocol (YO Labs),,,,,Series A,Dec 2025,$10.00M,"DeFi, AI/ML",,"YO Protocol is a cross-chain yield optimization platform that automates crypto yield generation by intelligently rebalancing capital across multiple DeFi protocols and blockchains. The protocol calculates risk-adjusted yields, analyzes thousands of risk vectors including protocol age, audit history, and default probability. YO employs a unique multi-chain architecture using isolated ""embassy"" vaults on each blockchain to minimize bridge risks. Its vaults (yoETH, yoUSD, yoBTC, yoEUR, yoGOLD) d...",,,"Foundation Capital, Coinbase Ventures, Scribble Ventures, Launchpad VC",Trading & DeFi,Hold-NoEmail,7,round2_new,
Fin (ex TipLink),,,,,Unknown,Dec 2025,$17.00M,"Payments, Stablecoin",,"Fin is a stablecoin-based, enterprise-grade payment platform enabling instant large-value transfers across businesses and financial institutions. Formerly known as TipLink, Fin provides infrastructure for high-volume money movement, allowing users to send millions of dollars seamlessly to other Fin accounts, bank accounts, or crypto addresses. By combining stablecoin rails with compliant payment workflows, Fin targets corporate and institutional use cases that require fast, low-cost, cross-bo...",,,"Pantera Capital, Sequoia Capital, Samsung Next, Mert, Zach Abrams",Payments & Stablecoins,Hold-NoEmail,7,round2_new,
Ranger,,,,,Public sale,Dec 2025,$6.00M,"Derivatives, Trading, Aggregator",,"Ranger Finance is the first Solana-based perpetuals aggregator, offering deep aggregated liquidity, smart order routing, and comprehensive data insights for traders. It unifies fragmented markets, providing a seamless trading experience across perpetual futures, spot, and spot margin trading within the Solana ecosystem.",,,,Trading & DeFi,Hold-NoEmail,7,round2_new,
Solomon Labs,,,,,Public sale,Nov 2025,$8.00M,"Stablecoin, DeFi",,"Solomon is a stablecoin protocol on Solana that issues USDv, a composable, non-rebasing dollar designed to maintain a $1 peg through arbitrage. Users can stake USDv to mint sUSDv, a yield-bearing version that accrues value over time via an increasing exchange rate. Built for deep DeFi integration, Solomon enables stable, capital-efficient on-chain dollars that can be used across lending, trading, payments, and liquidity systems.",,,,Trading & DeFi,Hold-NoEmail,7,round2_new,
Yield Basis,,,,,Public sale,Oct 2025,$5.00M,"DeFi, DEX",,"Yield Basis, developed by Curve Finance founder Michael Egorov, is an AMM-based DeFi protocol designed to eliminate impermanent loss for liquidity providers. It uses 2× leverage via crvUSD to optimize liquidity positions, potentially increasing yields for BTC and ETH holders while maintaining sustainability. Liquidity positions are tokenized into yield-bearing assets like ybBTC and ybETH, enabling staking for additional rewards.",,,,Trading & DeFi,Hold-NoEmail,7,round2_new,
BIO Protocol,,,,,Seed,Sep 2025,$6.90M,"DeFi, DAO",bio-protocol.org,"BIO is a decentralized science (DeSci) protocol designed to advance biotech research through community-owned DAOs, tokenized scientific IP, and open funding channels. It provides a financial layer to support early-stage science by enabling the creation and governance of biotech DAOs, where stakeholders can fund, develop, and trade IP assets. BIO’s mission is to accelerate scientific innovation with blockchain technology, making it accessible and collaborative.",,,"Maelstrom, Mechanism Capital, Animoca Brands, Zee Prime Capital, Panga Capital, Mirana Ventures, Foresight Ventures, Big Brain Holdings, Presto Labs, ArkStream Capital, Paramita, Sigil Fund, Beaker Dao, Kosmos Ventures, Public Works, Moonrock Capital, Bodhi Ventures, Polymorphic Capital",Trading & DeFi,Hold-NoEmail,7,round2_new,AMBIGUOUS (multiple orgs named 'BIO Protocol') -> verify domain bio-protocol.org
Mavryk Network,,,,,Strategic,Sep 2025,$10.00M,"Layer 1, RWA, DeFi",mavryk.org,"Mavryk Network is a Layer 1 blockchain designed to bridge real-world assets (RWAs) with decentralized finance (DeFi), creating a secure and accessible digital economy. By simplifying RWA tokenization and DeFi integration, Mavryk enables users to trade tokenized assets such as real estate, bonds, and commodities on a seamless secondary market.",,,Multibank Group,Trading & DeFi,Hold-NoEmail,7,round2_new,
Circle (HyperCircleApp),,,,,Seed,Aug 2025,$12.00M,"AI/ML, DeFi",,"Circle is a Hyperliquid-based earning application that lets users generate yield by participating in HyperCycle’s decentralized AI compute network. Built atop HyperCycle’s Layer-0++ infrastructure, Circle leverages HyPC tokens and HyperShares to activate and operate compute nodes for revenue from AI agent coordination. The app provides a simplified interface to engage in HyperCycle’s ecosystem, enabling users to earn from AI tasks while benefiting from high-speed, ledgerless interoperability ...",,,,Trading & DeFi,Hold-NoEmail,7,round2_new,
STON fi,,,,,Series A,Aug 2025,$9.50M,DEX,,"STON fi is a decentralized exchange (DEX) powered by the TON Blockchain, offering users virtually zero fees, low slippage, and a user-friendly interface. It operates as an automated market maker (AMM), enabling users to swap assets without relying on a central party and allowing anyone to provide liquidity to liquidity pools in exchange for fees. STON fi aims to make cryptocurrency trading accessible to a wide audience, prioritizing community engagement and support.",,,"Ribbit Capital, CoinFund",Trading & DeFi,Hold-NoEmail,7,round2_new,
H100 Group,,,,,Unknown,Aug 2025,$11.40M,"AI/ML, Finance/Banking",,H100 Group AB is a Swedish health technology company specializing in AI-powered automation and digital solutions for health and longevity service providers. H100 became Sweden’s first publicly listed company to adopt Bitcoin as a treasury reserve asset.,,,,Payments & Stablecoins,Hold-NoEmail,7,round2_new,
Zama,Mzwandile Alfred,NPO CEO,,,Series B,Jun 2025,$57.00M,"Security, AI/ML",zama.org,"Zama is an open-source cryptography company, specializes in state-of-the-art Fully Homomorphic Encryption (FHE) solutions for blockchain and AI. Their user-friendly FHE libraries empower developers, from individuals to enterprises, to easily integrate end-to-end encryption without deep cryptography knowledge. Zama's performance focus has led to a 20x speed improvement in their FHE scheme, with plans for a 100x boost, enabling critical use cases in confidential blockchain and AI, and anticipat...",http://www.linkedin.com/in/mzwandile-alfred-787694168,,"Pantera Capital, Blockchange Ventures",Infra & Chains,Hold-NoEmail,7,round2_new,AMBIGUOUS (multiple orgs named 'Zama') -> verify domain zama.org
"Yield xyz (ex Omni Wallet, Steakwallet)",,,,,Strategic,Jun 2025,$5.00M,"DeFi, Infrastructure",,"Yield.xyz is a yield infrastructure platform that aggregates over 200 DeFi yield sources into a single API. Formerly known as Omni Wallet, it has evolved into a backend solution for developers and protocols to access real-time, on-chain yield data across lending, staking, and LP markets. Yield.xyz enables seamless integration of high-performing strategies without managing fragmented liquidity or yield farming complexity. With its developer-first tooling, it powers wallets, apps, and on-chain ...",,,Multicoin Capital,Trading & DeFi,Hold-NoEmail,7,round2_new,
Veda,,,,,Unknown,Jun 2025,$18.00M,"DeFi, Infrastructure",veda.co.uk,"Veda is a native yield infrastructure platform designed to simplify and enhance decentralized finance (DeFi) participation. By tokenizing complex DeFi interactions, Veda enables protocols, asset issuers, and applications to embed yield directly into their user interfaces, eliminating the need for users to navigate a complex network of primitives and assets. Its modular architecture supports flexible yield optimization strategies, including those driven by AI agents, and enforces verifiable on...",,,"CoinFund, Coinbase Ventures, Maelstrom, GSR Markets LTD, Animoca Ventures, BitGo, Mantle Network, Draper Dragon, Credibly Neutral, Relayer Capital, PEER Venture Partners, Heartcore Capital, Alumni Ventures (AVG)",Trading & DeFi,Hold-NoEmail,7,round2_new,
The Global Token Exchange (GTE),,,,,Series A,Jun 2025,$15.00M,"DEX, DeFi",,"GTE is a decentralized trading platform offering centralized exchange (CEX)-level performance with the security and transparency of decentralized finance (DeFi). It provides an all-in-one trading venue, including a central limit order book, automated market maker (AMM), and a launchpad for token creation. GTE ensures users receive optimal on-chain prices by scanning all trading venues on MegaETH. The platform is fully non-custodial, allowing users to maintain control over their funds.",,,Paradigm,Trading & DeFi,Hold-NoEmail,7,round2_new,
Concrete Protocol (Blueprint Finance),,,,,Unknown,Jun 2025,$9.50M,"Layer 1, DeFi",,"Concrete is an appchain designed to enhance on-chain debt and credit, offering higher yields, liquidation protection, and advanced predictions within the decentralized finance (DeFi) space developed by Blueprint Finance. As the native base protocol for generating credit products and derivatives, Concrete addresses the missing link in on-chain finance, aiming to become a foundational element for a new class of credit, debt, and structured products in the crypto industry.",,,"Polychain Capital, YZi Labs (ex Binance Labs), VanEck, LeadBlock Bitpanda Ventures, Decima, Halo Capital, Portal Ventures, Auros Global, Selini Capital, Gate io, Presto Labs, Curved Ventures, Pivot Global, Nonce Classic, Renzo, Crypto Discover, FounderHeads VC, BitGo, Baboon VC, MrBlock, DCF God, Jason Yanowitz, Adaptive Frontier, Sam Kazemian, HDF humble defi farmer",Trading & DeFi,Hold-NoEmail,7,round2_new,
BitVault,Leon Niesler,CTO,,,Pre-seed,Jun 2025,$2.00M,"DeFi, Stablecoin",bitvault.finance,"... Gaming, Launchpad, Base EcosystemBitVault is a permissioned DeFi protocol for institutions that issues two Bitcoin-backed stablecoins: bvUSD, an over-collateralized stablecoin, and sbvUSD, a yield-bearing variant powered by delta-neutral strategies from GSR. Built on a licensed fork of Liquity V2 and deployed on the Katana chain, BitVault enables whitelisted entities to mint, lend, and redeem with institutional-grade efficiency. It supports user-set interest rates, multi-asset collateral,...",http://www.linkedin.com/in/leon-niesler-70b5a7218,,"GSR Markets LTD, Gemini Frontier Fund, Auros Global, Keyrock",Trading & DeFi,Hold-NoEmail,7,round2_new,
Ubyx,,,,,Seed,Jun 2025,$10.00M,"Payments, Stablecoin",ubyx.com,"Ubyx is a global clearing and settlement platform designed to make stablecoins function like universal digital cash. It enables banks, fintechs, issuers, and merchants to accept, deposit, and redeem stablecoins at face value across multiple currencies and blockchains through existing financial infrastructures. The protocol uses a shared rulebook and pre-funded settlement accounts to ensure par-value redemption, aligns accounting treatment to cash equivalents (IAS7), and facilitates peer-to-pe...",,,"Galaxy Digital, Coinbase Ventures, Founders fund, VanEck, Mirana Ventures, LayerZero Labs, Paxos, Payoneer, Boku, Monerium",Payments & Stablecoins,Hold-NoEmail,7,round2_new,
Hyperion,Liviu Muresan,Chief Executive Officer,,,Strategic,Jun 2025,Undisclosed,DEX,hyperion.be,"Hyperion is a fully on-chain hybrid Orderbook-AMM DEX built natively on Aptos, combining high throughput and low latency to deliver a seamless trading experience. Designed for both professional and retail traders, it aims to serve as Aptos’ foundational trading engine, offering competitive liquidity and advanced market infrastructure.",http://www.linkedin.com/in/liviu-muresan-b00b7163,,"OKX Ventures (ex OKEx Blockdream Ventures), Aptos Labs, Maelstrom, Mirana Ventures",Trading & DeFi,Hold-NoEmail,7,round2_new,
Soul Labs,,,,,Public sale,Jun 2025,$6.00M,"Lending/Borrowing, AI/ML, Bridge/Interoperability",,"Soul Protocol is a decentralized platform that integrates cross-chain lending with AI-powered identity and reputation systems. Operating as a unified omnichain liquidity layer, it facilitates seamless lending and borrowing across multiple blockchains, including Ethereum, Avalanche, Arbitrum, Optimism, and Base. Users can mint Soulbound Tokens (SBTs) to build verifiable on-chain identities, enhancing trust and sybil resistance in DeFi applications.",,,,Trading & DeFi,Hold-NoEmail,7,round2_new,
IO Trader,,CMO & Co-Founder,,,Pre-seed,Jun 2026,TBD,Prediction Markets; DeFi; Derivatives; Trading,https://iotrader.io/,"IO Trader is a decentralized trading platform enabling users to speculate on crypto asset prices and real-world events through prediction markets and perpetual futures. It supports wallet-based, non-custodial trading, allowing users to maintain full control of their funds.",http://www.linkedin.com/in/johnny-sluijmer,,,Trading & DeFi,Hold-NoEmail,6,round1,
Aivive,Mark Jance,CEO / FOUNDER,,none,Series A,May 2026,$8.0M,AI; Base Ecosystem; Infrastructure; Solana Ecosystem,https://aivive.ai/,"Aivive is an AI-powered creative platform utilizing a Recursive AI Protocol (RAP) that connects product usage to on-chain token economics. It enables users to generate AI content with USDC, routing a portion of revenue into a transparent buyback-and-burn mechanism to deflate the network's token supply.",,,,Infra & Chains,Hold-NoEmail,6,round1,
Claw Intelligence,,,,,Seed,Apr 2026,$3.0M,AI; Analytics; BNB Chain Ecosystem; Data Service; Trading,https://clawintelli.com/,"Claw Intelligence is an AI-powered Web3 intelligence and trading workspace focused on the BNB Chain. It aims to provide structured, actionable insights from fragmented blockchain information by integrating market data, on-chain signals, research, and execution tools into a single interface.",,,,Trading & DeFi,Hold-NoEmail,6,round1,
KieDex,,,,,Seed,Apr 2026,$3.5M,Derivatives; DApp; DeFi; Trading,https://kiedex.app/,"KieDex is a crypto futures trading platform specializing in leveraged perpetual markets with a trade-to-earn model. It aims to provide a fast, simple exchange experience where users can trade major markets and earn KDX rewards through activity.",,,,Trading & DeFi,Hold-NoEmail,6,round1,
Honeypop,,,,,M&A,Feb 2026,TBD,DEX; AMM; DeFi; Lending/Borrowing; Scroll Ecossytem,,"Honeypop is a permissionless DeFi protocol on the Scroll network, functioning as a foundational liquidity hub. It integrates an Automated Market Maker (AMM) called Scroll Swap and a lending market, Scroll Lend, powered by Morpho technology, to offer deep trading pools and permanent liquidity.",,,,Trading & DeFi,Hold-NoEmail,6,round1,
Beatcoin,TBD,TBD,,none,Strategic,Jan 2026,$5.0M,L1; Infrastructure,https://beatswap.net/,"Beatcoin is a Web3-native value settlement and coordination infrastructure that aims to standardize on-chain user behavior into long-term value assets. It provides tools like a Universal Coordination Layer, a Beat Points System, and AI-native coordination to optimize the relationship between protocols and users, fostering sustainable Web3 adoption and efficient on-chain economies.",,,,Infra & Chains,Hold-NoEmail,6,round1,
Wandly,,,,,Grants,Dec 2025,TBD,Prediction Markets; Trading,https://wandly.xyz/,"Wandly develops Web3 products designed for prediction market traders. Their platform provides tools to help users discover markets, track positions, analyze probabilities, and optimize trading decisions across various on-chain prediction protocols.",,,,Trading & DeFi,Hold-NoEmail,6,round1,
TradeTide AI,,,,,Seed,Aug 2025,TBD,AI; Analytics; Trading,https://tradetide.cc/,"TradeTide AI is an AI-powered crypto strategy platform designed to predict market trends, formulate trading strategies, and execute them automatically across various blockchains. It aims to help users optimize their portfolio performance through intelligent automation and deep crypto-native integrations.",,,,Trading & DeFi,Hold-NoEmail,6,round1,
Magne AI,TBD,TBD,,none,Strategic,Aug 2025,$10.0M,Infrastructure; AI; DePIN,https://www.magne.ai/,"Magne AI is a U.S.-led technology company developing the first AI-native Web3 smartphone and next-generation mobile infrastructure for the decentralized internet. Their solutions integrate hardware-level cryptographic security, on-device AI processing, and Web3-native protocols to provide mobile-first experiences.",,,,Infra & Chains,Hold-NoEmail,6,round1,
Kolscan,,,,,M&A,Jul 2025,TBD,Analytics; DApp; Solana Ecosystem; Trading,https://kolscan.io/,"Kolscan is a Solana-based analytics platform that tracks key opinion leader (KOL) wallets in real time. It provides users with live token holdings, transactions, and realized PnL, enabling them to monitor and compare top traders' performance and even copy trades.",,,,Trading & DeFi,Hold-NoEmail,6,round1,
TWL Miner,,,,,Series B,Jul 2025,$95.0M,Infrastructure; AI,https://twlminer.com/,TWL Miner is a UK-based cloud mining platform that allows users to mine cryptocurrencies without owning hardware. It operates over 60 data centers worldwide using renewable energy sources like solar and wind power.,,,,Infra & Chains,Hold-NoEmail,6,round1,
Renaiss Protocol,,,,,Unknown,Jun 2026,$1.50M,"RWA, NFT, Trading",,"Renaiss is a blockchain-based collectible finance network that transforms physical collectibles into verifiable, liquid, and tradable digital assets. Starting with trading cards and collectibles, the platform combines real-world asset (RWA) tokenization, marketplace trading, vault-backed custody, and on-chain liquidity infrastructure. Through digital ownership, cryptographic proof of custody, and blockchain verification, Renaiss enables collectors to trade, value, and potentially leverage col...",,,"YZi Labs (ex Binance Labs), Gate Ventures, Hash Global, Xin Family, Redline Labs",Trading & DeFi,Hold-NoEmail,6,round2_new,
Re,,,,,Unknown,Jun 2026,Undisclosed,"RWA, DeFi",,Re is a blockchain-powered reinsurance protocol. It is the RWA Platform specializing in offering tokenized reinsurance,,,Coinbase Ventures,Trading & DeFi,Hold-NoEmail,6,round2_new,
BitFi,,,,,Public sale,Jun 2026,$500K,"DeFi, Lending/Borrowing",,"BitFi is a CeDeFi platform that combines secure staking mechanisms with innovative synthetic assets to create a dynamic ecosystem. Utilizing advanced on-chain technology and comprehensive off-chain quantitative strategies, BitFi optimizes returns on staked assets across multiple blockchains. The platform offers products like the BitFi Synthetic Dollar and Internet Bonds, providing users with enhanced earning and trading opportunities. BitFi’s roadmap includes crypto staking, re-staking, CeFi ...",,,,Trading & DeFi,Hold-NoEmail,6,round2_new,
Ethena Labs,,,,,Unknown,Jun 2026,Undisclosed,"Stablecoin, DeFi",,"Ethena is a startup developing the first-ever ‘internet bond’ and a new Ethereum-based stablecoin USDe that achieves stability by hedging price exposure through shorting Ethereum using perpetual swaps, while their savings bond offers individuals worldwide a dollar-denominated savings instrument with the benefits of decentralized finance.",,,Janus Henderson Investors,Trading & DeFi,Hold-NoEmail,6,round2_new,
TSFC,,,,,Unknown,Jun 2026,Undisclosed,"Infrastructure, Finance/Banking",,"TSFC is a decentralized infrastructure service provider for global financial markets, focusing on enhancing transparency and efficiency in cross-border trade finance. It offers secure, scalable solutions to streamline financial transactions, leveraging technology to improve liquidity and trading processes.",,,Zerra Ventures,Payments & Stablecoins,Hold-NoEmail,6,round2_new,
Centrifuge,,,,,Unknown,May 2026,Undisclosed,"RWA, DeFi",,The untapped multi-trillion dollar market of real-world assets (RWA) is now entering Decentralized Finance (DeFi) through Centrifuge: the first protocol to connect DeFi to the real-world.,,,Coinbase,Trading & DeFi,Hold-NoEmail,6,round2_new,
Printr,,,,,Public sale,May 2026,$2.00M,DEX,,"Printr is a cross-chain memecoin launchpad allowing users to launch and trade tokens across 69+ chains with a single click. It consolidates liquidity and simplifies token creation for degens. The platform features a playful approach, inviting users to join a waitlist for early access and community airdrops.",,,,Trading & DeFi,Hold-NoEmail,6,round2_new,
Hamilton,,,,,Unknown,Apr 2026,Undisclosed,"RWA, Stablecoin, Layer 1",,"Hamilton is a platform that brings real-world assets (RWAs) onto the Bitcoin network, leveraging its security and decentralization. It offers products like HUSD, a Bitcoin-native stablecoin backed by U.S. Treasury Bills, and HUST, tokenized U.S. Treasuries, providing users with secure and liquid investment options. Hamilton aims to unlock global access to capital markets through tokenized assets secured by Bitcoin.",,,AXIAN Investment,Payments & Stablecoins,Hold-NoEmail,6,round2_new,
Startale Labs,,,,,Series A,Mar 2026,$50.00M,"Infrastructure, Other",,"Startale Labs is an advanced Web3 technology company that specializes in developing multi-chain applications and infrastructure, conducting research and development, and providing incubation programs for Web3 startups. They are known for their products such as Astar Network, a popular smart contract platform in Japan, and Swanky Suite, a comprehensive tool for WebAssembly smart contract developers.",,,SBI Holdings,Infra & Chains,Hold-NoEmail,6,round2_new,
Republic,,,,,Unknown,Mar 2026,Undisclosed,"Finance/Banking, Other",,"Republic is a global investment platform that enables individuals to invest in startups, crypto projects, real estate, and gaming ventures. It democratizes access to early-stage and alternative investments by lowering entry barriers and offering curated opportunities across multiple asset classes. Republic also provides fundraising infrastructure for founders, combining regulatory compliance, community building, and capital formation tools in one ecosystem.",,,Hamilton Lane,Payments & Stablecoins,Hold-NoEmail,6,round2_new,
Sats Terminal,,,,,Unknown,Mar 2026,Undisclosed,"DeFi, DEX, Aggregate",,"Sats Terminal is a Bitcoin DeFi aggregation protocol that simplifies access to decentralized financial services on the Bitcoin network. It integrates decentralized exchange (DEX) services, bridging solutions, and yield aggregation into a unified platform, enhancing user experience and liquidity.",,,Gate Ventures,Trading & DeFi,Hold-NoEmail,6,round2_new,
TruFin,,,,,Unknown,Feb 2026,Undisclosed,"DeFi, Lending/Borrowing",,"TruFin Protocol builds institutional-grade Web3 primitives, including liquid staking and structured vault strategies designed to serve as foundational components for digital asset portfolios. The protocol focuses on risk reduction, secure on-chain reward generation, and compliance-driven infrastructure. Access to TruFin vaults requires due diligence and KYC/AML onboarding through approved partners, positioning the platform for regulated and institutional participants.",,,"SC Ventures, FalconX, Road Capital",Trading & DeFi,Hold-NoEmail,6,round2_new,
Ubyx,,,,,Unknown,Feb 2026,Undisclosed,"Payments, Stablecoin",,"Ubyx is a global clearing and settlement platform designed to make stablecoins function like universal digital cash. It enables banks, fintechs, issuers, and merchants to accept, deposit, and redeem stablecoins at face value across multiple currencies and blockchains through existing financial infrastructures. The protocol uses a shared rulebook and pre-funded settlement accounts to ensure par-value redemption, aligns accounting treatment to cash equivalents (IAS7), and facilitates peer-to-pe...",,,AB Xelerate,Payments & Stablecoins,Hold-NoEmail,6,round2_new,
MYX Finance,,,,,Strategic,Feb 2026,Undisclosed,"DEX, Derivatives",myx.finance,"MYX.Finance is a decentralized derivatives exchange (DEX) that transforms the trading landscape with its P2Pool2P (peer-to-pool-to-peer) model and intelligent funding rate mechanism. The platform simplifies liquidity management with a single-pair LP system, empowering traders to focus on strategies. MYX.Finance offers a diverse array of derivatives instruments, including perpetual futures and options, ensuring a comprehensive trading experience.",,,"ConsenSys, Consensys Mesh, Systemic Ventures",Trading & DeFi,Hold-NoEmail,6,round2_new,
Uniswap,,,,,Unknown,Feb 2026,Undisclosed,"DEX, DeFi",,"Uniswap is a decentralized exchange (DEX) protocol that enables permissionless token swaps and liquidity provision across multiple blockchain networks. Built on Ethereum and expanded to Layer 2s like Arbitrum and Base, Uniswap allows users to trade directly from their wallets without intermediaries. Powered by automated market maker (AMM) smart contracts, it provides deep on-chain liquidity and transparent settlement. With support for multiple pool versions (v2, v3, v4), Uniswap serves as fou...",,,BlackRock,Trading & DeFi,Hold-NoEmail,6,round2_new,
Opinion,,,,,Series A,Feb 2026,$20.00M,"Oracle, Data/Analytics",insightsopinion.com,"O.LAB offers a decentralized suite of products, including a prediction market, opinion market, and oracle, designed to provide transparent, objective information for global decision-making. The platform emphasizes privacy, security, and accessibility, allowing users to engage in predictive trading and data-driven decisions. With features like privacy-by-default and world-class risk management, O.LAB aims to empower both novice and professional traders in a decentralized ecosystem.",,,"Hack VC, Jump Crypto, Primitive, Decasonic",Infra & Chains,Hold-NoEmail,6,round2_new,
Derive (ex Lyra),,,,,Unknown,Feb 2026,Undisclosed,"Derivatives, DeFi",,"Derive is a decentralized protocol designed to create programmable on-chain options, perpetuals, and structured financial products. Built on Derive L2, an Ethereum rollup on the OP Stack and governed by a DAO, it features modular architecture for flexible upgrades. The protocol uses subaccounts, assets, and managers to ensure efficient trade execution, risk management, and liquidity optimization. With support for perpetual futures, European options, and wrapped ERC20 assets, Derive empowers u...",,,Variant Fund,Trading & DeFi,Hold-NoEmail,6,round2_new,
Zama,,,,,Public sale,Jan 2026,$44.00M,"Security, AI/ML",,"Zama is an open-source cryptography company, specializes in state-of-the-art Fully Homomorphic Encryption (FHE) solutions for blockchain and AI. Their user-friendly FHE libraries empower developers, from individuals to enterprises, to easily integrate end-to-end encryption without deep cryptography knowledge. Zama's performance focus has led to a 20x speed improvement in their FHE scheme, with plans for a 100x boost, enabling critical use cases in confidential blockchain and AI, and anticipat...",,,,Infra & Chains,Hold-NoEmail,6,round2_new,
BitGo,,,,,IPO,Jan 2026,$212.80M,"Security, Wallet",,"BitGo is a digital asset security company trusted by some of the largest institutions in the world, specializing in safeguarding cryptocurrency for institutional clients. Their comprehensive solutions, including custody services and cybersecurity measures, cater to the needs of institutions like banks, hedge funds, and exchanges.",,,,Infra & Chains,Hold-NoEmail,6,round2_new,
